ctrl,m2,m1,m3,sim_time,log_time
0,,,,113.7,2021-04-02 05:46:21
0,,,,114.8,2021-04-02 05:57:30
0,,,,115.87,2021-04-02 06:08:00
0,,,,117.02,2021-04-02 06:19:07
0,,,,118.03,2021-04-02 06:30:30
0,,,,119.01,2021-04-02 06:41:26
0,,,,120.03,2021-04-02 06:52:40
0,,,,121.04,2021-04-02 07:03:43
0,,,,122.06,2021-04-02 07:14:45
0,,,,123.07,2021-04-02 07:25:35
