ctrl,m1,m2,sim_time,log_time
0,1490.89,0.072,455.68,2021-04-06 08:28:12
0,1830.49,0.024,456.29,2021-04-06 08:40:10
0,1677.827,0.318,456.82,2021-04-06 08:51:54
0,1671.241,0.098,457.42,2021-04-06 09:03:49
0,1383.011,0.242,458.06,2021-04-06 09:15:48
0,1600.606,0.152,458.66,2021-04-06 09:27:29
0,1785.62,4.985,459.23,2021-04-06 09:39:15
0,1536.329,1.702,459.81,2021-04-06 09:51:15
0,1525.381,0.462,460.38,2021-04-06 10:03:15
0,1822.617,0.137,460.95,2021-04-06 10:14:59
0,1618.645,0.618,461.51,2021-04-06 10:27:09
0,1718.221,0.343,462.1,2021-04-06 10:39:57
0,1532.056,0.12,462.7,2021-04-06 10:52:03
0,1439.445,0.114,463.29,2021-04-06 11:04:18
0,1589.242,0.421,463.85,2021-04-06 11:16:31
0,1512.69,0.499,464.46,2021-04-06 11:28:35
0,1679.014,1.227,465.05,2021-04-06 11:40:45
0,1398.344,0.651,465.6,2021-04-06 11:52:56
0,1523.553,0.106,466.25,2021-04-06 12:05:25
0,1802.813,0.374,466.85,2021-04-06 12:17:36
0,1600.873,0.321,467.39,2021-04-06 12:29:44
0,1451.005,1.769,467.93,2021-04-06 12:41:41
0,1591.539,0.487,468.54,2021-04-06 12:54:03
0,1693.072,0.641,469.03,2021-04-06 13:06:07
0,1570.754,0.349,469.63,2021-04-06 13:18:18
0,1623.083,0.226,470.23,2021-04-06 13:30:58
0,1763.638,0.201,470.85,2021-04-06 13:42:54
0,1575.34,0.318,471.41,2021-04-06 13:55:11
0,1645.549,0.583,471.96,2021-04-06 14:07:09
0,1722.332,0.162,472.51,2021-04-06 14:19:37
0,1424.429,0.064,473.11,2021-04-06 14:31:51
0,1773.492,0.121,473.71,2021-04-06 14:43:40
0,1776.761,0.179,474.34,2021-04-06 14:55:39
0,1672.668,0.307,474.92,2021-04-06 15:07:42
0,1565.602,0.204,475.48,2021-04-06 15:19:45
0,1585.318,0.248,476.06,2021-04-06 15:31:49
0,1671.741,0.756,476.63,2021-04-06 15:43:48
0,1569.924,0.564,477.21,2021-04-06 15:55:33
0,1836.95,0.461,477.81,2021-04-06 16:07:55
0,1546.781,0.42,478.42,2021-04-06 16:20:37
0,1853.114,0.457,479.01,2021-04-06 16:33:02
0,1635.287,0.735,479.62,2021-04-06 16:44:49
0,1612.528,0.257,480.22,2021-04-06 16:57:23
0,1355.132,0.929,480.78,2021-04-06 17:09:27
0,1879.862,0.548,481.34,2021-04-06 17:21:09
0,1585.754,1.298,481.91,2021-04-06 17:32:57
0,1557.711,0.119,482.45,2021-04-06 17:45:13
0,1884.445,0.612,482.98,2021-04-06 17:57:07
0,1462.258,0.547,483.54,2021-04-06 18:09:13
0,1616.085,0.316,484.11,2021-04-06 18:21:40
0,1560.555,0.982,484.67,2021-04-06 18:34:04
0,1636.938,0.34,485.22,2021-04-06 18:45:55
0,1626.72,0.289,485.72,2021-04-06 18:58:15
0,1638.639,0.892,486.28,2021-04-06 19:10:55
0,1611.671,0.846,486.83,2021-04-06 19:22:48
0,1568.48,0.767,487.43,2021-04-06 19:34:44
0,1624.523,0.514,487.95,2021-04-06 19:46:59
0,1556.654,0.293,488.53,2021-04-06 19:58:58
0,1664.383,0.091,489.13,2021-04-06 20:10:59
0,1742.192,0.194,489.71,2021-04-06 20:23:01
0,1634.274,0.398,490.3,2021-04-06 20:35:09
0,1660.394,0.016,490.94,2021-04-06 20:46:43
0,1734.255,0.111,491.58,2021-04-06 20:58:43
0,1707.475,0.137,492.2,2021-04-06 21:10:50
0,1551.476,0.026,492.83,2021-04-06 21:22:27
0,1832.761,0.08,493.42,2021-04-06 21:34:21
0,1644.423,0.851,494.01,2021-04-06 21:46:32
0,1481.881,0.256,494.59,2021-04-06 21:58:08
0,1611.367,0.957,495.18,2021-04-06 22:09:58
0,1556.312,0.417,495.77,2021-04-06 22:21:53
0,1808.614,0.172,496.4,2021-04-06 22:34:04
0,1659.944,0.316,496.97,2021-04-06 22:45:57
0,1699.63,0.167,497.56,2021-04-06 22:57:42
0,1509.112,0.574,498.14,2021-04-06 23:10:00
0,1622.674,0.38,498.71,2021-04-06 23:22:15
0,1430.694,0.29,499.29,2021-04-06 23:34:35
0,1710.209,0.864,499.88,2021-04-06 23:46:46
0,1747.103,0.136,500.49,2021-04-06 23:58:44
0,1615.134,0.199,501.06,2021-04-07 00:10:55
0,1478.604,0.279,501.6,2021-04-07 00:22:48
0,1745.265,0.169,502.16,2021-04-07 00:34:34
0,1806.247,0.708,502.68,2021-04-07 00:46:30
0,1596.591,0.496,503.19,2021-04-07 00:58:39
0,1475.57,1.711,503.76,2021-04-07 01:10:40
0,1596.718,0.154,504.34,2021-04-07 01:23:08
0,1855.553,0.152,504.87,2021-04-07 01:35:19
0,1629.012,0.758,505.42,2021-04-07 01:47:26
0,1814.13,0.247,506.0,2021-04-07 01:59:49
0,1557.983,1.342,506.54,2021-04-07 02:11:51
0,1772.73,0.415,507.11,2021-04-07 02:23:25
0,1753.605,1.542,507.61,2021-04-07 02:35:24
0,1531.688,0.719,508.18,2021-04-07 02:47:23
0,1481.344,0.093,508.76,2021-04-07 02:59:26
0,1706.137,1.577,509.3,2021-04-07 03:11:29
0,1934.291,0.224,509.88,2021-04-07 03:23:22
0,1598.739,0.602,510.48,2021-04-07 03:35:33
0,1778.42,0.532,511.05,2021-04-07 03:47:19
0,1744.005,0.923,511.62,2021-04-07 03:59:29
0,1553.428,0.21,512.21,2021-04-07 04:11:47
0,1690.521,0.702,512.74,2021-04-07 04:23:51
0,1620.691,0.287,513.33,2021-04-07 04:35:59
0,1422.907,0.304,513.93,2021-04-07 04:47:54
0,1470.476,0.215,514.54,2021-04-07 05:00:02
0,1454.105,0.592,515.15,2021-04-07 05:11:42
0,1516.518,0.802,515.77,2021-04-07 05:23:44
0,1598.77,0.415,516.35,2021-04-07 05:35:59
0,1606.809,0.233,516.91,2021-04-07 05:47:46
0,1633.746,0.228,517.48,2021-04-07 06:00:02
0,1720.127,0.147,518.06,2021-04-07 06:12:12
0,1661.848,0.139,518.67,2021-04-07 06:24:11
0,1695.636,0.161,519.26,2021-04-07 06:36:27
0,1559.873,0.369,519.8,2021-04-07 06:48:32
0,1581.774,0.039,520.44,2021-04-07 07:01:08
0,1607.853,0.079,521.07,2021-04-07 07:13:18
0,1443.335,0.246,521.69,2021-04-07 07:25:55
0,1488.136,0.083,522.32,2021-04-07 07:38:28
0,1571.178,0.406,522.94,2021-04-07 07:50:11
0,1635.662,0.46,523.52,2021-04-07 08:01:58
0,1637.656,0.44,524.07,2021-04-07 08:14:08
0,1711.332,1.509,524.59,2021-04-07 08:26:06
0,1710.931,0.518,525.12,2021-04-07 08:38:10
0,1474.558,0.583,525.7,2021-04-07 08:50:03
0,1395.354,0.167,526.32,2021-04-07 09:02:32
0,1606.096,1.264,526.87,2021-04-07 09:14:18
0,1719.899,0.907,527.48,2021-04-07 09:26:44
0,1777.732,0.16,528.1,2021-04-07 09:39:24
0,1774.1,0.25,528.72,2021-04-07 09:51:39
0,1811.913,0.261,529.3,2021-04-07 10:03:58
0,1680.193,0.133,529.87,2021-04-07 10:16:08
0,1356.808,0.642,530.42,2021-04-07 10:28:27
0,1357.389,0.069,530.99,2021-04-07 10:40:29
0,1981.339,0.069,531.56,2021-04-07 10:52:31
0,1461.398,1.563,532.06,2021-04-07 11:04:37
0,1726.287,0.361,532.63,2021-04-07 11:16:16
0,1551.295,0.424,533.17,2021-04-07 11:28:17
0,1585.331,0.185,533.68,2021-04-07 11:40:15
0,1544.055,0.676,534.26,2021-04-07 11:52:30
0,1646.075,0.164,534.81,2021-04-07 12:04:20
0,1464.466,0.341,535.34,2021-04-07 12:16:22
0,1609.229,0.279,535.89,2021-04-07 12:28:02
0,1578.285,1.28,536.44,2021-04-07 12:40:19
0,1744.583,0.256,537.0,2021-04-07 12:52:17
0,1608.946,0.145,537.6,2021-04-07 13:04:10
0,1763.727,0.143,538.2,2021-04-07 13:16:04
0,1454.923,0.44,538.81,2021-04-07 13:28:00
0,1788.682,0.221,539.36,2021-04-07 13:40:01
0,1807.394,0.89,539.87,2021-04-07 13:51:49
0,1584.195,0.689,540.43,2021-04-07 14:00:55
0,1613.944,0.092,541.09,2021-04-07 14:06:50
0,1535.705,0.129,541.72,2021-04-07 14:12:48
0,1485.929,0.258,542.33,2021-04-07 14:19:01
0,1654.495,0.334,542.9,2021-04-07 14:24:55
0,1590.015,0.864,543.45,2021-04-07 14:30:50
0,1514.601,0.231,544.01,2021-04-07 14:38:13
0,1570.735,0.068,544.65,2021-04-07 14:44:22
0,1560.233,0.058,545.24,2021-04-07 14:50:34
0,1661.754,0.254,545.83,2021-04-07 14:56:33
0,1605.995,0.552,546.38,2021-04-07 15:07:08
0,1634.781,0.219,546.89,2021-04-07 15:13:07
0,1512.355,0.049,547.46,2021-04-07 15:19:03
0,1683.996,0.019,548.07,2021-04-07 15:26:30
0,1464.484,0.017,548.66,2021-04-07 15:32:26
0,1604.018,0.086,549.25,2021-04-07 15:38:17
0,1396.971,0.072,549.81,2021-04-07 15:44:09
0,1847.803,0.383,550.39,2021-04-07 15:50:47
0,1643.787,1.683,550.92,2021-04-07 15:56:37
0,1765.718,2.094,551.46,2021-04-07 16:02:31
0,1685.006,2.597,551.97,2021-04-07 16:08:24
0,1651.081,0.629,552.51,2021-04-07 16:16:16
0,1674.592,0.667,553.01,2021-04-07 16:22:09
0,1412.718,0.209,553.65,2021-04-07 16:28:08
0,1621.379,0.609,554.23,2021-04-07 16:35:30
0,1734.576,0.254,554.87,2021-04-07 16:41:31
0,1482.212,0.581,555.49,2021-04-07 16:47:29
0,1681.48,0.123,556.09,2021-04-07 16:54:44
0,1896.516,0.183,556.7,2021-04-07 17:00:43
0,1555.887,0.669,557.27,2021-04-07 17:06:55
0,1563.99,0.289,557.83,2021-04-07 17:12:55
0,1602.071,0.236,558.4,2021-04-07 17:19:38
0,1733.264,0.603,558.97,2021-04-07 17:25:36
0,1566.121,2.217,559.49,2021-04-07 17:31:40
0,1604.501,0.307,560.04,2021-04-07 17:38:33
0,1497.886,0.381,560.61,2021-04-07 17:44:35
0,1516.198,0.538,561.22,2021-04-07 17:50:38
0,1788.701,0.382,561.8,2021-04-07 17:56:46
0,1689.145,0.75,562.38,2021-04-07 18:03:30
0,1610.95,1.194,562.91,2021-04-07 18:09:23
0,1755.884,0.117,563.53,2021-04-07 18:15:17
0,1413.637,0.306,564.1,2021-04-07 18:21:30
0,1449.236,0.104,564.74,2021-04-07 18:27:29
0,1581.069,0.098,565.37,2021-04-07 18:33:39
0,1600.602,0.123,565.96,2021-04-07 18:39:40
0,1545.809,0.147,566.57,2021-04-07 18:45:46
0,1858.532,0.408,567.21,2021-04-07 18:51:45
0,1748.101,0.526,567.83,2021-04-07 18:57:48
0,1501.893,0.577,568.39,2021-04-07 19:04:05
0,1794.4,0.116,568.99,2021-04-07 19:10:11
0,1691.118,0.997,569.57,2021-04-07 19:16:19
0,1404.781,0.586,570.2,2021-04-07 19:22:32
0,1629.493,2.613,570.76,2021-04-07 19:28:30
0,1455.508,0.735,571.31,2021-04-07 19:34:29
0,1700.013,0.482,571.86,2021-04-07 19:40:34
0,1570.559,0.365,572.4,2021-04-07 19:46:45
0,1752.973,0.658,572.96,2021-04-07 19:52:55
0,1749.46,0.179,573.55,2021-04-07 19:59:00
0,1598.645,1.194,574.1,2021-04-07 20:05:18
0,1929.573,0.209,574.72,2021-04-07 20:11:16
0,1522.105,0.526,575.27,2021-04-07 20:17:13
0,1596.229,0.181,575.84,2021-04-07 20:23:15
0,1544.66,0.343,576.45,2021-04-07 20:29:36
0,1647.66,0.135,577.01,2021-04-07 20:35:36
0,1836.594,0.15,577.6,2021-04-07 20:41:38
0,1962.789,0.244,578.19,2021-04-07 20:47:54
0,1610.332,0.531,578.69,2021-04-07 20:53:53
0,1414.276,0.023,579.35,2021-04-07 20:59:59
0,1543.213,0.019,579.95,2021-04-07 21:06:09
